userID,reviewID,prediction
u77355739,r70788666
u46196950,r86260141
u24164141,r04609417
u29325185,r10909217
u77219642,r48149397
u14879488,r39807865
u79621269,r24764010
u76215636,r94650384
u60280040,r47284149
u97103422,r11349317
u31145196,r45984565
u16575217,r61420688
u81720460,r03554030
u77858967,r58290392
u82865200,r23301219
u15853453,r37408468
u65243125,r64574020
u16197350,r91073688
u24627448,r88714417
u39308218,r87752426
u61493771,r23134829
u28595531,r91959588
u49496206,r47119950
u87649919,r22975857
u46611546,r15200443
u18250537,r96267992
u06319768,r63644467
u55696033,r76488282
u05344831,r00945835
u01212564,r37385648
u36554038,r51067398
u49223520,r47032073
u75157535,r84515323
u75394008,r09904276
u09050299,r72655320
u61326244,r74892993
u16161772,r02099854
u07782016,r68973878
u25096091,r98577013
u34690524,r07557087
u17527855,r94557715
u46800065,r73801176
u36397894,r84603076
u13328069,r73340809
u25063270,r07760788
u39235386,r43938314
u03853214,r51487487
u41531497,r02452383
u14684350,r25198319
u53434851,r76624709
u58064982,r55400086
u11354435,r12255706
u08393534,r07818300
u57803979,r13043871
u14322787,r76311592
u10995261,r61766634
u51943503,r46435250
u12559466,r47758620
u26589600,r29747771
u63681079,r38351361
u41942958,r45820116
u64308186,r51675176
u83366628,r26994304
u82416751,r69675619
u97788079,r40373001
u01868748,r75403394
u98830768,r68702118
u08151638,r79896003
u72376293,r33326447
u31437202,r48743889
u17123399,r52232934
u80491755,r38681128
u47800272,r85230832
u68672334,r70610050
u05081456,r61055651
u40947021,r99492699
u96261712,r90326579
u03115251,r89030047
u86136519,r18928573
u19789990,r51421135
u35693021,r88501764
u79940988,r31636846
u61179865,r61330479
u73501286,r41748377
u34306716,r12772188
u73681109,r78033589
u24068135,r67266256
u84428732,r57134481
u02707110,r64352136
u23044701,r53214740
u02244453,r84394042
u82961159,r16128962
u95144400,r26478627
u78024272,r20969662
u36358066,r37674744
u77026499,r84956407
u41313711,r52208251
u15463988,r56423665
u68828192,r11462606
u07864824,r17074569
u09794867,r87069849
u19518856,r29284571
u96523087,r47328551
u43872227,r35422903
u36529892,r80542076
u26454677,r29281920
u41898049,r55926997
u04020751,r09950691
u78950211,r60265594
u30535404,r98317119
u51496101,r50911586
u57830091,r50339816
u86684678,r63931973
u46665286,r09162158
u00171324,r14141120
u78353137,r04528765
u81155927,r20977701
u84229422,r17672723
u24997897,r03520244
u96097518,r37783415
u97823297,r04696856
u43417038,r08406423
u05913155,r22452035
u61310978,r56844280
u14197907,r28513714
u88836829,r34592003
u73501286,r44387527
u78202175,r56061070
u90533550,r56644571
u85362609,r75269138
u35944786,r63841916
u95513017,r64546421
u03359520,r39093787
u92759898,r25824872
u76011091,r84954080
u39015919,r69384643
u62272867,r50013164
u27514527,r18817469
u55139872,r74077993
u01462577,r58987619
u78409876,r64206802
u18684374,r85390361
u73292018,r04697481
u62421078,r54323347
u05344831,r33749802
u75295987,r80238918
u58937475,r68519724
u04210250,r71295478
u77328257,r93307366
u63781947,r85935159
u50869022,r10618117
u87764305,r85179967
u01817114,r61122715
u87396080,r56913407
u94813365,r47029637
u54653017,r60474000
u76517104,r82861442
u54526914,r45086523
u12121158,r53049281
u07018629,r68316260
u62083930,r12489929
u22177703,r17614627
u45156449,r92750434
u93102216,r18477253
u50257956,r49674049
u44233952,r54666274
u47782809,r28412502
u80844912,r29150592
u94252095,r81689639
u69976871,r77235225
u20688225,r14694032
u75672500,r27275949
u59095676,r03301573
u40960298,r28353425
u25096091,r63450583
u14608518,r12483745
u31546681,r47703818
u38292403,r31598507
u89050730,r82813183
u70794096,r73932819
u50165406,r35847026
u41491748,r98367141
u48438719,r45476790
u23012317,r29892792
u93102216,r69791274
u49561608,r23969509
u57784472,r50936658
u37599961,r91091397
u18073547,r83276573
u15187614,r82642733
u96404228,r44198579
u22169625,r29979255
u33642956,r91252282
u99443633,r00339766
u95868273,r05533522
u08330572,r14182047
u39951662,r94316157
u82557136,r38842585
u82771255,r60387952
u43706944,r47243977
u98676810,r81937272
u44380622,r57324015
u25352058,r65378269
u80386702,r84864372
u39411754,r71934121
u06792101,r72826081
u39849320,r04895823
u39698452,r86863921
u79130273,r14489310
u03337479,r11979234
u80158121,r32763157
u64133070,r61524198
u82280870,r57563232
u66035947,r57688893
u27124875,r61799760
u00689935,r73280868
u13398904,r44799605
u21500866,r71180934
u80228240,r19194906
u99473098,r06808580
u99573176,r82033562
u13241587,r09742104
u93937228,r22117274
u77179181,r60315073
u02040207,r16108978
u73356667,r91528330
u31817725,r75749161
u53077668,r29010328
u14596481,r30850933
u35998754,r37933794
u10772556,r96637710
u03458163,r46069377
u51382213,r62651363
u34767637,r35344646
u71709665,r09880868
u21559966,r29166920
u04701682,r42965876
u53351055,r99507378
u30655784,r23469760
u51979419,r24659166
u35212210,r85364878
u67096008,r97280951
u75337007,r77912265
u68844743,r04112179
u70721939,r01105363
u40191178,r62735063
u74403830,r75708697
u46915726,r65253168
u47988628,r55240267
u53345614,r08180541
u06562986,r88512578
u88874763,r79150713
u60746912,r82281166
u54237088,r46752861
u10473195,r30467004
u77346346,r78864336
u83362896,r78984212
u63617856,r55709346
u52974480,r43739000
u95674070,r08180574
u24617434,r74919718
u23931300,r51030692
u49735933,r01065343
u28156627,r29473163
u55127976,r35520575
u21276642,r61912584
u04164137,r05649836
u03757959,r83411571
u34067890,r18789949
u74484747,r37533750
u82979897,r38637770
u98931070,r77443945
u46604666,r02771474
u53971686,r13280928
u66834166,r26741505
u47832650,r33712526
u59283610,r52333471
u57386843,r29346937
u49223520,r21819093
u99429401,r94648630
u53885141,r68451971
u40315137,r52673076
u83345021,r34613722
u63815902,r54981887
u76390734,r02766315
u83396364,r01032705
u47187609,r44077170
u50067190,r81624512
u09276918,r29261250
u18965951,r40927704
u19782000,r47394473
u42383074,r59304959
u94996121,r18548933
u41801586,r29259980
u45907411,r68009969
u25653997,r31759809
u38162593,r85784935
u89024967,r06066483
u11163963,r92013910
u37067198,r93680558
u13224650,r36812846
u11488104,r74167988
u45168413,r91600628
u89545607,r31587655
u97164873,r34255893
u97839657,r26435145
u02828134,r94662362
u72646099,r21485032
u59724016,r14804116
u63691734,r49054496
u59227402,r39788866
u12323854,r85440569
u80806442,r66571718
u51643522,r21702010
u94563319,r85932242
u39229026,r66532478
u44820892,r67530970
u85363742,r35749645
u91751288,r00683844
u89747669,r69043662
u51458477,r84933537
u39246299,r76135836
u93944696,r69239323
u08330572,r30217725
u71672017,r36372502
u05802740,r83018467
u59283610,r34304519
u79591057,r06831170
u33905203,r65444816
u48484088,r21255757
u08301740,r09134660
u39288690,r99518686
u49488926,r19180394
u64499230,r36859813
u85374046,r35546349
u55066364,r80975252
u48680351,r82905092
u27060540,r43557878
u41740930,r20217490
u77461793,r57973451
u22012679,r04655451
u24891567,r71616576
u12920210,r28030048
u18529228,r09566413
u96974204,r69685311
u64250012,r54604215
u48598528,r44491304
u27045083,r39543051
u27499092,r20551120
u89235297,r06534016
u64135427,r10648672
u79305159,r76148215
u69474252,r26325420
u85589596,r93103577
u00953386,r98242882
u20344889,r48865700
u68117872,r82619380
u42121276,r97373713
u58951344,r10961328
u70402035,r64634498
u05199785,r86609826
u70998685,r18169656
u13253402,r83767792
u57256582,r90257080
u86781276,r68896447
u70669478,r06615970
u76465194,r80893781
u03247942,r60552739
u88124119,r11630144
u92151295,r85083974
u68545085,r90515691
u95730625,r57128886
u55464081,r06630562
u09784750,r06931671
u91031186,r28444678
u52263744,r16915273
u97568345,r92757208
u22624286,r47821483
u71657868,r44447100
u13748237,r53688115
u41781025,r76427821
u08689648,r24686666
u65994598,r60360463
u36254427,r45735265
u87184378,r26489923
u66669054,r84003159
u37619725,r03948447
u14823499,r13297839
u25813472,r57723726
u72746165,r12838868
u98712437,r32969838
u54992267,r37067601
u76340722,r18674184
u38913519,r49168272
u09469131,r32319433
u76100001,r46388136
u57335581,r88615578
u76048233,r59298442
u90371688,r55283708
u28980557,r99700974
u47708851,r15316783
u40853830,r39407597
u62817515,r89340474
u78478827,r70148904
u17720317,r82417527
u81317301,r80431313
u94009843,r74800583
u31645431,r06161636
u07892284,r81324849
u41832025,r86959903
u91234369,r04644735
u46935058,r54690558
u93563025,r01572119
u19419960,r77556918
u60720529,r98025188
u59215629,r00519527
u31243877,r02599098
u18240452,r64039094
u02322243,r87828386
u85350080,r20950461
u04884371,r53873248
u07274646,r43272726
u51733361,r68131643
u45406585,r10962217
u47910880,r91609484
u10189057,r95782732
u40288857,r20509582
u25263508,r41519705
u50351638,r78235352
u58973070,r01358675
u56684078,r35680251
u99663319,r00212843
u00399739,r46653993
u12381911,r28058737
u68972137,r47113097
u22948315,r98399406
u14492955,r83111403
u39905242,r30464485
u44409276,r67660424
u34942563,r72961224
u14315119,r94009217
u92238414,r20350080
u69112337,r19132320
u80059542,r70115391
u84860404,r37770150
u74411954,r12985925
u28060673,r93325117
u48297772,r87517224
u34056069,r98575807
u43244242,r20477227
u96281503,r64415379
u94576872,r46513398
u04889738,r77918861
u73231691,r82601543
u72804214,r98852601
u05394637,r97285791
u32014550,r41026426
u32004089,r85585482
u60501570,r63201947
u15297259,r74626798
u11977137,r05245817
u86871200,r35948960
u42709494,r74408151
u82488063,r58830251
u28254404,r18059047
u72897425,r89528957
u13241587,r93665748
u94282918,r87082365
u49223520,r99360126
u79571425,r47344937
u47928318,r62089515
u71133221,r89999061
u91309927,r41962796
u29439553,r71738283
u22166082,r97597939
u23271751,r27732213
u64888902,r93174706
u02002602,r61922924
u44625283,r79374288
u68860914,r98504349
u78635188,r32707600
u91031186,r61005363
u95041767,r88687732
u27280880,r77151436
u30101103,r79428385
u19987242,r33299128
u58700535,r57389266
u91886520,r73044709
u31234496,r25795302
u52134386,r82463962
u09421648,r00374254
u96923656,r51313447
u12847246,r37213890
u39195714,r78451063
u01904213,r47676870
u00522184,r27375708
u49603307,r48808864
u94448095,r10577429
u83421626,r75152919
u61965550,r04583113
u38162593,r24600804
u39999541,r84569482
u17166362,r42681117
u40386542,r00532353
u49630219,r12896980
u28373883,r78127673
u30842984,r02692930
u63594228,r68134086
u84383911,r60164090
u17449240,r74985394
u47129815,r78815348
u13257863,r51253645
u95659111,r13493713
u29937384,r08705973
u85342230,r59381042
u47708851,r58483166
u76539673,r61744470
u42362164,r24466007
u76864461,r45680098
u20217173,r98911850
u59079239,r38817567
u53741733,r59125604
u46365180,r58590607
u82424580,r16617126
u65756012,r04033833
u21719540,r93743639
u75740365,r94888718
u19343871,r75306896
u15027103,r71437106
u02842102,r04070664
u78496795,r77866656
u49548118,r07539482
u32503575,r02160052
u24891567,r01509737
u64250012,r94524055
u84656414,r27202770
u99972409,r56884167
u85845567,r55262804
u99020810,r89269586
u92367683,r55882557
u86993305,r55107005
u08659772,r30901235
u72136261,r08386615
u45278849,r58025750
u42785381,r41748614
u56612286,r04760146
u81933001,r74577882
u22476765,r19490469
u91297555,r00408608
u49342259,r01136147
u41378483,r49685056
u52202997,r88553126
u75446095,r61638078
u52994443,r67948392
u59765453,r15064998
u97309013,r40904226
u49254388,r70008184
u09520125,r31837719
u26141907,r22999405
u59625469,r16714312
u45208308,r89597726
u98530589,r25182513
u06975834,r52392675
u05268609,r54579897
u37667882,r38346793
u00224482,r55114789
u93564327,r51895246
u72740956,r92478376
u72510878,r49505205
u71360981,r94540142
u93498451,r29179835
u34964666,r14173873
u54927866,r09444146
u32868898,r81521881
u40191178,r79269506
u16367091,r76233281
u03794341,r27814660
u66455354,r06148982
u71003418,r43451152
u28018077,r11041555
u95859691,r93191856
u95812976,r99868521
u81034797,r31345698
u17990448,r81968670
u77440067,r13701632
u30858134,r57868604
u16575217,r88409189
u85801088,r01471240
u01753390,r55610329
u10006325,r44469024
u61817564,r44915550
u94723956,r92873138
u10027570,r98751163
u55355160,r77321576
u90680874,r60663036
u15833961,r91640892
u98904470,r35636272
u20276376,r07882299
u90442399,r23837321
u82736011,r18692612
u81493206,r33627650
u18536825,r54747320
u85476433,r67852166
u35933685,r22178308
u34878701,r71146554
u64927344,r09290591
u03698304,r73482272
u23546589,r72146834
u76138043,r88871823
u44359638,r79951223
u20412506,r00940945
u16397241,r26871181
u75694623,r10302868
u70311916,r46827695
u25953732,r93340252
u49729015,r83999412
u66344152,r68625551
u59218576,r14096329
u47589065,r40626749
u89619213,r79110396
u25680888,r57189981
u74640615,r23668546
u92363066,r70608739
u43458238,r05548179
u94723956,r26288890
u80381005,r27078554
u10656373,r48125251
u93125394,r45589879
u80110145,r09154281
u33156692,r01110390
u69208734,r52054406
u37534187,r45400501
u59963845,r66534313
u89708956,r21770131
u66310181,r08913975
u54007433,r93264570
u57976469,r75103334
u87435024,r57035947
u98645071,r54529831
u70263310,r49892481
u24988874,r87251200
u32649629,r91988466
u57593358,r43363271
u02098731,r30901106
u62079668,r26710663
u03905955,r08601385
u27175395,r46655148
u56759847,r42381763
u15690546,r85378335
u35511191,r67538788
u76095178,r29324462
u39625327,r19665840
u28299611,r30343753
u15288325,r39941026
u61892399,r41082338
u40201565,r94747697
u03519037,r02139692
u01514634,r84970873
u29535262,r14354805
u55139872,r74432462
u49691780,r91596515
u52579620,r96246883
u32858797,r44745367
u76438239,r12897131
u45400329,r22228846
u72104964,r62012523
u40572500,r71240801
u95014602,r72201308
u01121757,r65510306
u79945794,r88572316
u64005460,r77770175
u09727257,r72494900
u89402813,r83442351
u56786679,r16637764
u09864611,r97008572
u82745080,r95368170
u97523133,r78487283
u89648515,r72829375
u77315956,r28740617
u40956482,r23430256
u18791028,r12800738
u39246299,r99433559
u87857877,r51715746
u87421907,r24614957
u90538881,r54809908
u79007788,r71393713
u30135090,r65395920
u45640493,r83566054
u45037834,r65518870
u24516945,r57376632
u46560684,r46553841
u61977369,r76591400
u03429069,r75462266
u13257863,r66945742
u56969267,r57408644
u05081456,r09249767
u14143641,r99690464
u24882402,r75718477
u74422539,r79755773
u25268354,r89504717
u10867947,r75127305
u13355867,r80041661
u07124435,r61281418
u64120916,r02062563
u83794675,r40284456
u72546067,r04331648
u66372748,r22059976
u78835477,r29965961
u92414815,r46052051
u76383700,r33133284
u18922166,r72492978
u29612662,r21610463
u15667916,r68150727
u00055756,r43812010
u97632515,r95461414
u81059811,r92050404
u45867429,r07406956
u31819185,r58112417
u30364563,r33194755
u82407989,r15829576
u12428000,r97014045
u56462594,r34518171
u93096149,r41072321
u69004165,r97962734
u87498742,r86151368
u33196947,r78016812
u14563282,r17401916
u82422854,r46024560
u69068581,r12832746
u12911571,r09765394
u85584704,r09887187
u27057097,r71907111
u00249079,r39006879
u67683112,r08618208
u05509310,r08839528
u93626278,r32679274
u82567863,r90395244
u67815199,r75547861
u37621782,r20233296
u85758708,r42746721
u63267387,r90890043
u76768886,r43334221
u83622711,r49585113
u87780414,r90387398
u67067627,r00943162
u55053092,r40872103
u63077794,r47860420
u41194801,r84275630
u36024803,r74955232
u05666154,r06422329
u85697519,r97555585
u04763996,r31058408
u41331445,r88380260
u40687924,r20894241
u99890119,r08447747
u57684308,r24523122
u98120263,r24862942
u11477616,r10958070
u92602297,r13995018
u09007132,r36337237
u58347186,r19324371
u71657868,r18269544
u37057384,r68522214
u96091145,r39577803
u37217581,r68162680
u79447426,r66746719
u83926401,r97775647
u26417319,r05293354
u17349238,r97298511
u01179723,r04641782
u90916721,r95089316
u37676096,r16749422
u56293881,r01920060
u15791963,r16889903
u04537977,r09705925
u41293158,r16548212
u01380400,r37952455
u66660567,r42181247
u64159604,r78337519
u47654439,r09503337
u13206968,r37858022
u55066364,r69235794
u95701390,r24228644
u83110838,r02486549
u48659584,r52802335
u39980761,r82998983
u72804214,r71901907
u46557892,r83870139
u87914204,r75583704
u10348513,r91984141
u12249829,r67574385
u36555147,r14656661
u99658739,r81119602
u44056942,r09244553
u25955536,r22205628
u65582378,r08173861
u05344831,r20767869
u62708564,r44970861
u00700051,r70269435
u10707928,r57399424
u88160149,r34651403
u47382195,r88014920
u12851501,r69391425
u94961781,r46236769
u61200434,r72304484
u13891964,r15146713
u97032889,r85846765
u75283018,r60593479
u39187939,r78296083
u11949229,r79846139
u63401231,r95960697
u35882110,r63923293
u29473979,r04709207
u21643315,r64970323
u19343871,r43435014
u97084002,r69982526
u99843748,r35371923
u41390194,r32273547
u85782807,r63587900
u52029512,r20853758
u45881064,r72163170
u50704594,r28725989
u21913244,r70992112
u14961860,r91352984
u43427814,r17011927
u23276516,r39829330
u61394609,r42332693
u65469704,r08825604
u25820041,r88045059
u12185441,r79435111
u74585359,r16880354
u86274424,r84911077
u22286786,r30787456
u72740705,r73366152
u27883373,r11645729
u41120194,r80124376
u67591052,r90658395
u24374194,r14934994
u35150008,r07024105
u82171876,r72024647
u50951693,r51330480
u64517281,r90752387
u38185296,r24967964
u94133602,r86642799
u36261102,r46635769
u65446176,r70119352
u43661064,r26349207
u48623136,r16517629
u61779291,r13540139
u42406512,r91770200
u31837598,r82982465
u24009778,r49471255
u23363654,r81575864
u88430710,r04304522
